PILOT_FLY_OPS,OTH_FLT_FLY_OPS,TRAIN_FLY_OPS,PERS_EXP_FLY_OPS,PRO_FLY_OPS,INTERCHG_FLY_OPS,FUEL_FLY_OPS,OIL_FLY_OPS,RENTAL_FLY_OPS,OTHER_FLY_OPS,INS_FLY_OPS,BENEFITS_FLY_OPS,INCIDENT_FLY_OPS,PAY_TAX_FLY_OPS,OTH_TAX_FLY_OPS,OTHER_EXP_FLY_OPS,TOT_FLY_OPS,AIRFRAME_LABOR,ENGINE_LABOR,AIRFRAME_REPAIR,ENGINE_REPAIRS,INTERCHG_CHARG,AIRFRAME_MATERIALS,ENGINE_MATERIALS,AIRFRAME_ALLOW,AIRFRAME_OVERHAULS,ENGINE_ALLOW,ENGINE_OVERHAULS,TOT_DIR_MAINT,AP_MT_BURDEN,TOT_FLT_MAINT_MEMO,NET_OBSOL_PARTS,AIRFRAME_DEP,ENGINE_DEP,PARTS_DEP,ENG_PARTS_DEP,OTH_FLT_EQUIP_DEP,OTH_FLT_EQUIP_DEP_GRP_I,FLT_EQUIP_A_EXP,FLY_OPS_EXP_I_A,TOT_AIR_OP_EXPENSES,DEV_N_PREOP_EXP,OTH_INTANGIBLES,EQUIP_N_HANGAR_DEP,G_PROP_DEP,CAP_LEASES_DEP,TOTAL_AIR_HOURS,AIR_DAYS_ASSIGN,AIR_FUELS_ISSUED,AIRCRAFT_CONFIG,AIRCRAFT_GROUP,AIRCRAFT_TYPE,AIRLINE_ID,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,CARRIER,CARRIER_NAME,UNIQUE_CARRIER_ENTITY,REGION,CARRIER_GROUP_NEW,CARRIER_GROUP,YEAR,QUARTER
96.00,0.00,0.00,7.00,0.00,0.00,246.00,0.00,15.00,0.00,1.00,26.00,0.00,5.00,9.00,0.00,406.00,14.00,1.00,21.00,25.00,0.00,3.00,3.00,0.00,0.00,0.00,0.00,67.00,16.00,82.00,0.00,22.00,8.00,2.00,0.00,1.00,,0.00,,521.00,,,,,,0.09,0.01,77.00,1,6,694,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2023,1
97.15,0.00,9.36,7.83,0.00,0.00,0.00,0.00,16.54,0.00,0.25,6.16,0.00,9.32,0.00,1.63,148.25,12.06,0.00,20.33,9.51,0.00,3.24,0.00,0.00,0.00,0.00,0.00,45.15,0.21,45.36,3.03,0.00,0.00,3.40,0.00,1.18,,0.00,,201.21,,,,,,0.07,0.02,51.14,1,6,631,20397,OH,PSA Airlines Inc.,OH,PSA Airlines Inc.,11030,L,2,2,2023,1
100.64,,1.55,,,,68.00,,,,5.62,5.97,,6.62,,0.00,188.40,19.02,,12.76,0.00,,7.41,0.00,,,,,39.19,,39.19,,6.13,2.80,0.00,0.00,7.33,,,,243.84,,,,,,0.03,0.04,17.65,2,6,681,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
100.71,3.93,0.00,5.81,0.00,0.00,28.32,0.05,2.13,0.41,0.15,14.38,0.00,8.62,0.00,0.43,164.95,11.89,0.00,22.86,0.09,0.00,10.14,0.97,0.00,0.00,0.00,-0.16,45.80,301.85,347.65,0.00,1.02,2.93,0.98,0.00,0.00,,1.89,,519.41,,,,,,0.10,0.08,82.24,1,6,612,20422,SY,Sun Country Airlines d/b/a MN Airlines,SY,Sun Country Airlines d/b/a MN Airlines,06795,D,2,2,2023,1
103.42,0.00,0.00,0.00,0.00,,55.12,0.00,0.00,0.00,17.84,15.77,0.00,8.09,0.00,0.00,200.24,0.00,0.00,3.01,0.00,,0.00,14.10,0.00,0.00,0.00,0.00,17.11,0.00,17.11,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,217.35,,,,,,0.04,0.01,2.79,1,4,479,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
107.11,,2.52,,,,150.69,,,,9.13,8.20,,9.30,,0.00,286.95,30.91,,49.49,0.00,,13.09,0.00,,,,,93.49,,93.49,,9.96,4.55,0.00,0.00,11.91,,,,406.86,,,,,,0.02,0.02,37.09,2,7,715,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
107.73,2.09,2.47,31.04,3.84,0.00,1.33,0.00,25.75,0.20,2.42,50.11,0.00,11.41,0.00,0.00,238.39,81.24,0.00,38.64,48.75,0.00,46.01,8.25,0.00,0.00,0.00,0.00,222.89,0.00,222.89,0.00,9.72,14.85,0.00,4.25,0.00,,0.00,0.00,490.10,,,,,,0.10,0.02,160.54,2,6,625,20453,ABX,ABX Air Inc,ABX,ABX Air Inc,11009,A,2,2,2023,1
109.66,35.16,0.00,119.65,13.82,,813.49,0.00,0.00,0.29,0.78,16.24,2.13,12.37,0.00,34.53,1158.10,66.34,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,66.34,0.00,66.34,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,1224.45,,,,,,0.30,0.03,221.01,2,5,556,20169,L2,Lynden Air Cargo Airlines,L2,Lynden Air Cargo Airlines,11040,I,2,2,2023,1
112.03,0.00,0.00,0.00,-0.01,0.00,548.07,0.00,278.41,6.96,7.96,0.00,0.00,0.00,0.00,223.50,1176.92,52.16,0.00,47.66,0.01,0.00,20.38,0.00,0.00,0.00,0.00,0.00,120.20,0.00,120.20,0.00,45.28,7.00,6.63,0.66,0.00,,0.00,,1356.70,,,,,,0.08,0.03,63.83,2,6,619,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2023,1
130.99,-2.26,0.00,0.00,0.00,,112.28,0.00,0.00,8.12,0.00,0.00,0.00,55.77,0.00,323.18,628.08,63.60,0.00,68.10,92.20,,0.00,0.00,0.00,0.00,0.00,0.00,223.90,0.00,223.90,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,851.98,,,,,,0.06,0.09,15.46,1,7,775,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
132.83,0.00,0.00,0.00,0.00,,225.03,0.00,0.00,0.00,0.00,26.96,0.00,10.46,0.00,0.00,395.28,0.00,0.00,303.90,0.00,,0.00,48.86,0.00,0.00,0.00,0.00,352.76,0.00,352.76,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,748.04,,,,,,0.10,0.03,32.51,1,6,647,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
143.31,,0.00,,,,99.59,,,,0.00,8.70,,9.63,,0.00,261.23,0.00,,7.77,0.00,,0.75,0.00,,,,,8.51,,8.51,,23.74,18.48,0.00,0.00,0.00,,,,311.97,,,,,,0.08,0.08,15.77,1,6,681,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
144.29,0.00,0.00,0.00,0.00,,314.69,0.00,0.00,0.00,0.00,14.55,0.00,11.45,0.00,0.00,484.98,0.00,0.00,152.35,0.00,,0.00,223.31,0.00,0.00,0.00,0.00,375.66,0.00,375.66,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,860.64,,,,,,0.13,0.04,39.65,1,6,515,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
144.43,0.00,0.00,5.23,1.21,,394.90,0.45,2.36,0.13,5.19,44.66,0.00,14.85,10.74,0.37,624.51,28.92,0.00,71.79,0.00,,24.37,270.23,0.00,,0.00,,395.31,43.50,438.81,,84.91,9.17,2.94,,,,0.75,,1161.10,,,,,,0.06,0.02,121.73,2,6,691,19917,5X,United Parcel Service,5X,United Parcel Service,16912,L,3,3,2023,1
151.71,,5.68,,,,141.88,,,,20.61,14.68,,17.46,,0.00,352.02,69.74,,26.69,0.00,,24.85,0.00,,,,,121.28,,121.28,,22.47,10.27,0.00,0.00,26.87,,,,532.91,,,,,,0.12,0.24,83.68,2,6,635,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
153.72,0.00,15.04,0.01,0.26,0.00,689.22,0.00,348.84,0.00,0.59,24.79,0.00,26.43,17.67,0.22,1276.78,29.17,0.00,15.99,12.42,0.00,3.76,0.00,0.00,0.00,0.00,0.00,61.34,62.97,124.30,0.00,0.00,0.00,3.09,0.00,10.15,,0.00,,1414.32,,,,,,0.23,0.02,192.69,1,6,721,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2023,1
169.77,74.78,5.29,0.00,0.00,0.00,6132.58,306.63,941.18,0.00,0.00,55.76,0.00,25.18,0.00,711.24,8422.41,50.44,12.61,0.00,0.00,0.00,19.83,4.96,0.00,0.00,0.00,0.00,87.83,0.00,87.83,0.00,0.00,0.00,16.34,0.00,0.00,,29.21,,8555.79,,,,,,0.57,0.07,1998.72,2,8,819,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,2,2,2023,1
171.84,0.00,0.00,0.00,0.00,,111.24,0.00,0.00,0.00,0.00,10.27,0.00,8.75,0.00,0.00,302.09,0.00,0.00,-10.74,0.00,,0.00,399.78,0.00,0.00,0.00,0.00,389.04,0.00,389.04,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,691.14,,,,,,0.02,0.00,9.29,1,6,658,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
180.95,0.00,0.00,0.00,0.00,,172.63,0.00,0.00,0.00,0.00,10.44,0.00,13.50,0.00,0.00,377.51,0.00,0.00,24.81,0.00,,0.00,184.85,0.00,0.00,0.00,0.00,209.66,0.00,209.66,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,587.17,,,,,,0.11,0.02,54.04,1,6,751,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
192.68,,14.33,,,,646.40,,,,51.99,11.71,,14.48,,0.00,931.58,175.93,,80.78,0.00,,28.51,0.00,,,,,285.22,,285.22,,56.68,25.91,0.00,0.00,67.79,,,,1367.16,,,,,,0.23,0.08,158.55,2,6,655,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,16917,I,3,3,2023,1
196.28,10.82,0.00,0.00,0.00,,350.30,0.00,0.00,2.13,0.00,0.00,0.00,73.40,0.00,575.53,1208.45,0.00,0.00,153.29,115.89,,0.00,0.00,0.00,0.00,0.00,0.00,269.18,0.00,269.18,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,1477.63,,,,,,0.15,0.09,73.04,1,6,658,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
200.70,0.00,0.00,0.00,0.00,,132.49,0.00,0.00,0.00,0.00,11.02,0.00,0.00,0.00,0.00,344.21,0.00,0.00,200.09,0.00,,0.00,51.21,0.00,0.00,0.00,0.00,251.30,0.00,251.30,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,595.51,,,,,,0.01,0.00,5.89,1,6,688,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
212.42,50.76,0.00,0.00,0.00,,350.24,0.00,0.00,1.60,-12.61,0.00,0.00,85.67,0.00,259.11,947.18,0.00,0.00,63.52,95.88,,0.00,0.00,0.00,0.00,0.00,0.00,159.40,0.00,159.40,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,1106.58,,,,,,0.18,0.09,63.24,1,6,833,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
215.84,0.00,4.59,35.18,0.00,0.00,1.59,0.00,4.45,0.00,0.00,33.46,0.00,18.53,0.00,1.47,315.11,59.38,0.00,52.36,83.47,0.00,40.49,0.00,0.00,0.00,0.00,0.00,235.69,23.28,258.98,0.00,83.19,3.26,3.58,0.00,0.07,,8.28,,672.47,,,,,,0.29,0.04,183.44,1,6,673,20452,YX,Republic Airline,YX,Republic Airline,11029,L,3,3,2023,1
217.95,0.00,0.00,0.00,0.00,,240.89,0.00,0.00,0.00,0.00,47.91,0.00,18.84,0.00,0.00,525.59,0.00,0.00,45.00,0.00,,0.00,161.69,0.00,0.00,0.00,0.00,206.69,0.00,206.69,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,732.28,,,,,,0.25,0.07,76.67,1,6,648,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
235.34,0.00,0.00,23.42,67.86,,0.00,0.00,55.36,3.79,0.00,8.39,0.00,19.28,0.00,0.00,413.43,50.67,12.67,157.59,13.36,,9.97,2.49,0.00,0.00,0.00,0.00,246.75,0.00,246.75,0.00,0.00,0.00,31.66,0.00,3.88,,0.00,,695.72,,,,,,0.14,0.00,130.34,2,6,614,20378,YV,Mesa Airlines Inc.,YV,Mesa Airlines Inc.,06689,D,2,2,2023,1
240.87,0.00,23.56,0.02,0.41,0.00,1080.01,0.00,546.64,0.00,0.92,38.84,0.00,41.42,27.69,0.35,2000.72,45.71,0.00,25.06,19.46,0.00,5.88,0.00,0.00,0.00,0.00,0.00,96.11,98.67,194.78,0.00,0.00,0.01,4.84,0.00,15.90,,0.00,,2216.25,,,,,,0.48,0.04,367.40,1,6,694,20436,F9,Frontier Airlines Inc.,F9,Frontier Airlines Inc.,16461,L,3,3,2023,1
240.95,0.00,0.43,16.89,0.23,0.00,541.68,0.00,2.29,0.01,-4.98,92.14,0.00,24.38,10.83,46.24,971.08,19.58,0.00,30.89,70.92,0.00,6.36,0.75,0.00,0.00,0.00,0.00,128.50,34.38,162.88,1.01,78.75,23.88,3.51,1.36,25.03,,0.00,,1267.48,,,,,,0.17,0.02,159.20,1,6,724,20409,B6,JetBlue Airways,B6,JetBlue Airways,16673,L,3,3,2023,1
242.27,,16.36,27.39,,,5086.01,,0.18,,,49.46,,19.85,4.87,,5446.38,11.53,0.15,172.43,102.12,,46.82,0.12,,,,,333.15,36.38,369.54,9.91,58.80,34.30,13.10,4.78,,,,,5936.81,,,,,,0.86,0.11,1481.80,1,6,624,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
272.00,0.00,1.00,19.00,0.00,0.00,702.00,1.00,31.00,0.00,1.00,75.00,0.00,15.00,28.00,0.00,1144.00,70.00,3.00,99.00,135.00,0.00,14.00,14.00,0.00,0.00,0.00,0.00,335.00,78.00,413.00,1.00,69.00,13.00,6.00,0.00,0.00,,0.00,,1646.00,,,,,,0.25,0.03,220.00,2,6,614,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,06031,D,3,3,2023,1
291.21,43.75,0.00,0.00,0.00,,330.03,0.00,0.00,3.07,0.00,0.00,0.00,98.63,0.00,490.17,1256.87,63.82,0.00,191.22,80.00,,0.00,0.00,0.00,0.00,0.00,0.00,335.04,0.00,335.04,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,1591.91,,,,,,0.11,0.09,59.68,1,6,612,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
309.04,125.58,21.89,28.77,0.00,,525.39,0.00,145.59,0.00,37.48,0.00,0.00,35.54,0.00,547.68,1776.96,134.03,0.00,0.00,0.00,,331.59,0.00,0.00,0.00,0.00,0.00,465.61,0.00,465.61,0.00,125.54,63.73,0.00,0.00,0.00,,0.00,,2431.84,,,,,,0.31,0.12,287.75,2,6,617,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
319.53,0.00,4.08,351.81,29.64,0.00,2003.08,0.00,535.33,6.75,7.40,57.03,0.00,29.75,0.00,283.62,3628.01,3.18,0.00,68.93,0.00,0.00,15.86,0.00,325.64,0.00,158.58,0.00,572.19,89.63,661.82,0.00,49.99,0.00,34.08,0.00,0.00,,0.00,,4373.90,,,,,,0.41,0.06,559.96,2,6,626,19874,8C,Air Transport International,8C,Air Transport International,16028,A,2,2,2023,1
344.36,13.28,62.85,131.80,4.25,0.00,633.81,0.00,278.46,1.91,13.04,39.75,0.00,30.75,0.00,0.00,1554.26,123.01,1.12,76.18,0.00,0.00,0.00,0.00,1.68,0.00,20.39,0.00,222.38,76.63,299.01,0.00,0.00,0.00,0.00,0.00,21.15,,0.00,,1874.43,,,,,,0.11,0.03,189.18,1,6,626,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,1
363.13,,1.42,,,,368.37,,,,5.15,38.08,,45.41,,0.00,821.56,17.44,,3.87,0.00,,4.98,0.00,,,,,26.28,,26.28,,5.62,2.57,0.00,0.00,6.72,,,,862.75,,,,,,0.04,0.24,34.43,2,6,640,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
369.14,150.01,26.15,34.37,0.00,,627.58,0.00,173.91,0.00,44.77,0.00,0.00,42.46,0.00,654.20,2122.57,160.10,0.00,0.00,0.00,,396.08,0.00,0.00,0.00,0.00,0.00,556.17,0.00,556.17,0.00,149.95,76.13,0.00,0.00,0.00,,0.00,,2904.83,,,,,,0.42,0.12,390.89,1,6,614,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
373.00,0.00,15.00,24.00,0.00,0.00,1215.00,0.00,41.00,0.00,2.00,83.00,0.00,16.00,0.00,1.00,1770.00,20.00,8.00,38.00,73.00,0.00,55.00,23.00,0.00,0.00,0.00,0.00,217.00,85.00,302.00,2.00,71.00,36.00,2.00,5.00,0.00,,9.00,0.00,2197.00,,,,,,0.21,0.02,411.44,1,6,696,19790,DL,Delta Air Lines Inc.,DL,Delta Air Lines Inc.,01260,D,3,3,2023,1
379.50,154.21,26.88,35.33,0.00,,645.18,0.00,178.79,0.00,46.02,0.00,0.00,43.65,0.00,672.55,2182.12,164.59,0.00,0.00,0.00,,407.19,0.00,0.00,0.00,0.00,0.00,571.78,0.00,571.78,0.00,154.16,78.26,0.00,0.00,0.00,,0.00,,2986.32,,,,,,0.44,0.06,374.18,2,6,619,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",01130,D,2,2,2023,1
394.71,,20.87,40.02,,,948.76,,0.44,,,80.58,,32.34,0.01,,1517.72,28.20,0.36,108.44,2.31,,18.55,-0.15,,,,,157.71,81.94,239.64,,,0.36,,,,,11.76,,1769.48,,,,,,0.34,0.04,272.91,1,6,634,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
398.31,0.00,0.00,0.00,-0.03,0.00,1948.70,0.00,989.91,24.76,28.31,0.00,0.00,0.00,0.00,794.65,4184.61,185.46,0.00,169.44,0.04,0.00,72.45,0.00,0.00,0.00,0.00,0.00,427.38,0.00,427.38,0.00,161.01,24.87,23.58,2.35,0.00,,0.00,,4823.82,,,,,,0.28,0.09,226.95,2,6,614,20108,NC,Northern Air Cargo Inc.,NC,Northern Air Cargo Inc.,06721,D,2,2,2023,1
417.27,24.11,91.88,152.95,5.88,0.00,1795.19,0.00,659.16,3.47,14.48,46.35,0.00,36.35,0.00,0.00,3247.08,223.29,2.04,121.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,347.23,145.81,493.04,0.00,0.00,0.00,0.00,0.00,108.69,,0.00,,3848.81,,,,,,0.19,0.03,444.72,1,6,627,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,1
443.36,0.00,0.00,0.00,0.00,,776.98,0.00,0.00,0.00,0.00,38.77,0.00,35.18,0.00,0.00,1294.29,0.00,0.00,701.18,0.00,,0.00,862.86,0.00,0.00,0.00,0.00,1564.03,0.00,1564.03,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,2858.32,,,,,,0.17,0.04,86.64,1,6,667,21974,3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",3EQ,"Scott Aviation, LLC  d/b/a  Silver Air",01234,D,2,2,2023,1
457.30,110.10,0.00,0.00,0.00,,1471.65,0.00,0.00,1.06,0.00,0.00,0.00,228.10,0.00,1068.30,3336.52,57.77,0.00,690.85,429.99,,0.00,0.00,0.00,0.00,0.00,0.00,1178.61,0.00,1178.61,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,4515.12,,,,,,0.50,0.09,209.58,1,6,667,21979,3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",3FQ,"Western Air Charter, Inc.  d/b/a  Jet Edge",01235,D,2,2,2023,1
525.39,,48.22,69.47,,,1877.49,,0.83,,,107.26,,43.05,48.43,,2720.14,25.00,,41.30,-0.40,,46.24,1.07,,,,,113.22,83.37,196.60,1.87,313.42,89.91,0.23,2.83,,,,,3324.99,,,,,,0.31,0.03,565.43,1,6,837,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10876,L,3,3,2023,1
533.75,0.00,25.79,64.73,0.00,0.00,0.22,0.00,0.74,1.80,1.42,63.30,0.00,44.50,30.05,6.97,773.25,99.15,0.00,40.30,210.78,0.00,60.64,12.37,0.00,0.00,0.00,0.00,423.23,88.12,511.35,0.00,0.00,8.60,18.02,0.00,5.72,,0.00,,1316.95,,,,,,0.67,0.12,404.41,1,6,673,20304,OO,SkyWest Airlines Inc.,OO,SkyWest Airlines Inc.,11025,L,3,3,2023,1
555.65,0.00,39.33,9.44,287.55,0.00,0.00,4.56,106.85,18.69,65.58,34.21,0.00,47.72,82.65,5.18,1258.90,1415.59,0.00,410.48,0.00,0.00,480.89,4.74,0.00,0.00,0.00,0.00,2312.00,0.00,2312.00,0.00,0.00,0.00,0.00,45.40,0.00,,0.00,0.00,3615.32,,,,,,2.48,0.80,1876.24,1,6,631,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,07024,D,2,2,2023,1
576.33,234.20,40.83,53.66,0.00,,979.82,0.00,271.52,0.00,69.89,0.00,0.00,66.28,0.00,1021.38,3313.91,249.95,0.00,0.00,0.00,,618.39,0.00,0.00,0.00,0.00,0.00,868.34,0.00,868.34,0.00,234.12,118.85,0.00,0.00,0.00,,0.00,,4535.22,,,,,,0.66,0.18,574.50,1,6,619,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
582.55,236.79,16.74,0.00,0.00,0.00,963.33,48.17,3189.40,0.00,0.00,194.78,0.00,82.96,0.00,1012.97,6327.69,159.72,39.93,0.00,0.00,0.00,11.32,2.83,0.00,0.00,0.00,0.00,213.80,0.00,213.80,0.00,0.00,0.00,190.63,0.00,0.00,,85.07,,6817.18,,,,,,0.21,0.05,252.07,1,6,622,20405,N8,National Air Cargo Group Inc d/ba National Airlines,N8,National Air Cargo Group Inc d/ba National Airlines,07029,D,2,2,2023,1
601.00,0.00,2.00,41.00,0.00,0.00,1533.00,3.00,94.00,0.00,3.00,164.00,0.00,33.00,57.00,1.00,2532.00,87.00,4.00,133.00,158.00,0.00,18.00,17.00,0.00,0.00,0.00,0.00,415.00,97.00,513.00,2.00,139.00,50.00,11.00,0.00,4.00,,0.00,,3250.00,,,,,,0.54,0.06,478.00,1,6,634,19930,AS,Alaska Airlines Inc.,AS,Alaska Airlines Inc.,16031,L,3,3,2023,1
680.52,,32.10,67.63,,,1709.79,,0.38,,,138.92,,55.76,41.09,0.00,2726.20,26.94,0.31,408.44,1223.03,,164.88,1.80,,,,,1825.39,95.02,1920.42,29.83,223.87,116.65,16.70,68.07,,,,,5101.73,,,,,,0.38,0.04,570.24,1,6,887,19977,UA,United Air Lines Inc.,UA,United Air Lines Inc.,10877,P,3,3,2023,1
699.43,26.98,127.65,285.92,11.50,0.00,1908.01,0.00,292.43,3.89,16.45,80.73,0.00,62.46,0.00,0.00,3515.45,249.86,2.28,100.79,-18.68,0.00,0.00,0.00,3.39,0.00,37.94,0.00,375.58,160.77,536.34,0.00,0.00,0.00,0.00,0.00,42.96,,0.00,,4094.75,,,,,,0.27,0.06,436.24,1,6,625,20377,X9,Omni Air International LLC,X9,Omni Air International LLC,06738,D,2,2,2023,1
738.05,,11.36,,,,498.64,,,,41.21,43.80,,48.51,,0.00,1381.56,139.48,,93.58,0.00,,54.35,0.00,,,,,287.41,,287.41,,44.93,20.54,0.00,0.00,53.74,,,,1788.18,,,,,,0.41,0.32,129.40,2,6,681,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
754.82,,10.70,298.90,0.00,,1478.27,,0.00,,0.00,180.54,,65.42,,24.40,2813.05,36.83,,410.00,,,131.06,19.53,3.55,,,,600.97,283.98,884.95,,372.31,91.50,34.68,0.00,0.00,,0.00,0.00,4196.49,,,,,,0.83,0.20,1275.60,1,6,626,20007,5Y,Atlas Air Inc.,5Y,Atlas Air Inc.,06087,D,3,3,2023,1
785.46,,18.46,,,,1105.09,,,,66.97,60.15,,68.21,,0.00,2104.34,226.65,,362.94,0.00,,96.02,0.00,,,,,685.61,,685.61,,73.02,33.38,0.00,0.00,87.33,,,,2983.67,,,,,,0.22,0.16,272.00,2,7,715,20447,U7,USA Jet Airlines Inc.,U7,USA Jet Airlines Inc.,06912,D,3,3,2023,1
821.79,0.00,108.60,99.66,62.24,0.00,0.00,1.26,93.28,4.87,11.03,106.45,0.00,79.13,13.90,1.40,1405.11,264.36,0.00,300.17,17.55,0.00,69.84,2.64,0.00,0.00,0.00,0.00,654.86,0.00,654.86,22.54,0.00,0.00,0.00,12.24,0.00,,0.00,0.00,2093.77,,,,,,0.67,0.15,448.95,1,6,638,20363,9E,Endeavor Air Inc.,9E,Endeavor Air Inc.,11027,L,2,2,2023,1
858.14,348.72,60.79,79.90,0.00,,1458.93,0.00,404.29,0.00,104.07,0.00,0.00,98.70,0.00,1520.82,4934.35,372.17,0.00,0.00,0.00,,920.76,0.00,0.00,0.00,0.00,0.00,1292.94,0.00,1292.94,0.00,348.60,176.97,0.00,0.00,0.00,,0.00,,6752.86,,,,,,0.79,0.37,824.33,1,6,617,21161,09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",09Q,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern",11054,I,2,2,2023,1
864.88,0.00,69.37,71.03,0.00,0.00,3868.75,3.55,445.97,0.00,5.23,230.39,0.00,73.91,75.80,0.00,5708.87,194.94,48.75,216.18,322.84,0.00,145.80,91.12,0.00,0.00,0.00,0.00,1019.63,462.95,1482.58,23.55,254.49,48.00,21.77,0.00,35.52,,28.42,,7603.19,,,,,,0.42,0.05,1223.66,1,6,637,19805,AA,American Airlines Inc.,AA,American Airlines Inc.,10052,P,3,3,2023,1
